"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"IOTS","Adesto Technologies Corporation","5.44","160121732.48","n/a","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/iots",
"ADIL","Adial Pharmaceuticals, Inc","3.97","28584000","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adil",
"ADILW","Adial Pharmaceuticals, Inc","0.6675","0","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adilw",
"ADMA","ADMA Biologics Inc","3.98","184477947.14","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Inc.","257.78","125725986368.7","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","0.469","34111444.948","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/adom",
"ADTN","ADTRAN, Inc.","14.54","692834562.3","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","4.07","323174621.88","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adro",
"ADES","Advanced Emissions Solutions, Inc.","11.82","235402758.42","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","51.62","1986805019.1","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","23.92","24046749257.44","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","0.3869","26968175.4311","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adxs",
"ADVM","Adverum Biotechnologies, Inc.","3.63","228212215.77","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/advm",
"DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF","21.8936","1642020","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwmc",
"DWSH","AdvisorShares Dorsey Wright Short ETF","24.28","14568000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwsh",
"BKCH","AdvisorShares Sabretooth ETF","25.355","2535500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bkch",
"ACT","AdvisorShares Vice ETF","24.95","13722500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/act",
"AEGN","Aegion Corp","20.87","674392971.3","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","8.07","193374259.98","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","1.39","31074605.09","n/a","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.93","18921256.41","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","38.7","1759054900.5","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","81.83","1958058762.59","n/a","2007","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/avav",
"ARPO","Aerpio Pharmaceuticals, Inc.","3.02","122575772.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arpo",
"AEZS","AEterna Zentaris Inc.","4.03","66256262.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","1.0099","19148213.9995","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","0.21","13601045.22","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","3.35","209133532","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","2.98","390698255.06","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","0.9001","30943033.8329","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","20.88","491413242.96","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","56.13","3265569083.88","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agio",
"AGMH","AGM Group Holdings Inc.","28.99","962933434.45","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/agmh",
"AGNC","AGNC Investment Corp.","17.61","9444243000","n/a","2008","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","25.62","8876051126.46","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.8","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncn",
"AGFS","AgroFresh Solutions, Inc.","3.95","199234879.5","n/a","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.08","0","n/a","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","1.77","26104800.75","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","22.93","1420931674.41","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","31","62918034","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","25.43","1502414241.41","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","11.98","118778237.78","n/a","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","0.443","20013742.807","45177749","2007","Technology","Advertising","https://www.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","68.82","11208439909.32","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","1.85","28135497.45","15208377","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","25.41","2268083259.75","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","6.49","758599991.82","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc.","1.0344","12912113.1552","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","4.08","512008881.84","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","6.82","204008044.46","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","64.25","3084201295.25","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","1.78","94670150.84","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/alsk",
"ALAC","Alberton Acquisition Corporation","9.93","145869217.5","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.19","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","10.19","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.09","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/alacw",
"ALBO","Albireo Pharma, Inc.","25.19","301522486.32","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","6.99","94485465.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abdc",
"ALDR","Alder BioPharmaceuticals, Inc.","14.18","968871372.34","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","7.96","218067583","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","21.41","1463695592.04","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/alec",
"ALXN","Alexion Pharmaceuticals, Inc.","127.55","28503519546.55","n/a","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","30.43","227093095.29","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","250.23","20014491657.63","n/a","2001","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.07","74984399.46","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alim",
"ALYA","Alithya Group inc.","2.76","133597118.28","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","1.85","70348904.75","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","32.57","5060817372.59","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","35.16","1480695154.44","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/allk",
"ABTX","Allegiance Bancshares, Inc.","38.6","842524245.8","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","137.02","2214217988.32","n/a","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
"ALGR","Allegro Merger Corp.","9.88","188312800","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algr",
"ALGRR","Allegro Merger Corp.","0.299","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algrr",
"ALGRU","Allegro Merger Corp.","10.44","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algru",
"ALGRW","Allegro Merger Corp.","0.28","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algrw",
"ALNA","Allena Pharmaceuticals, Inc.","6.16","127889293.84","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/alna",
"ARLP","Alliance Resource Partners, L.P.","18.96","2428690888.56","n/a","1999","Energy","Coal Mining","https://www.nasdaq.com/symbol/arlp",
"LNT","Alliant Energy Corporation","45.63","10771304911.38","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/lnt",
"AHPI","Allied Healthcare Products, Inc.","1.9","7625720.3","n/a","1992","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","42.47","402461943.54","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.27","11361826.7","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/alqa",
"ALLO","Allogene Therapeutics, Inc.","30.68","3727088346.28","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","7.39","250493368.79","n/a","2006","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","11.94","2086087631.58","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mdrx",
"ALNY","Alnylam Pharmaceuticals, Inc.","76.21","8091749703.47","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","11.39","272681782.45","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1096.97","762598620820.12","n/a","2004","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1104.21","767631770327.16","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","23.9399","23939900","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","1.42","61361900.52","n/a","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","6","111365430","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alpn",
"AMR","Alta Mesa Resources, Inc.","0.9211","350827712.2981","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/amr",
"AMRWW","Alta Mesa Resources, Inc.","0.1","0","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/amrww",
"AABA","Altaba Inc.","69.84","42085397597.04","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","33.55","2359517853.55","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/altr",
"ALT","Altimmune, Inc.","2.79","24427175.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","24.09","401682682.5","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","33.58","2163918571.68","n/a","2006","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aimc",
"ALTM","Altus Midstream Company","8.11","2635176663.55","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/altm",
"AMAG","AMAG Pharmaceuticals, Inc.","15.33","530521630.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","18.3","581420005.5","n/a","2018","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","17.43","5190046756.23","297765161","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","12.6403","88879637.435","n/a","n/a","Basic Industries","Other Specialty Stores","https://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1619.44","795473608181.6","n/a","1997","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","19.87","900831843.86","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","9.65","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","39.7","1272425136.7","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","63.74","3603196576.52","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","9.85","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","10.03","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.29","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/amciw",
"DOX","Amdocs Limited","56.39","7870667238.15","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","126.73","4041242151.27","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","384.17","7532723915.96","n/a","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","0.3199","12670461.3231","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.0614","0","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","6.7","405485748.7","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","15","49523544390","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","34.98","16716293575.74","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",
"AETI","American Electric Technologies, Inc.","0.8211","7446826.863","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeti",
"AFIN","American Finance Trust, Inc.","11.32","1202533844.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/afin",
"AMNB","American National Bankshares, Inc.","35.5995","311122150.6455","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","153.28","4121001622.72","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","12.74","694838657.24","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","32.94","541012851.54","n/a","2007","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apei",
"AREC","American Resources Corporation","3.9","69068879.1","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/arec",
"AMRB","American River Bankshares","14","82017992","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","11.72","362811715.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","16","342685152","n/a","1991","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","85.17","1470348732.81","n/a","1986","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","84.55","572899216.65","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","40.67","1931822600.47","n/a","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","63.23","1218440835.4","n/a","2005","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.22","74353458.66","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","29.1156","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","26.62","247387779.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","185.5","118204169762","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","11.25","2451169473.75","n/a","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","9.33","2234842507.47","n/a","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","24.19","1115121916.73","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","47.21","290341500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibuy",
